Variable,Time,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean,Cross correlation
Non-breeding,0,221.07157583556724,221.52627830410182,-0.4547024685345829,,,,,,,,,,,,
Non-breeding,1,223.7878155359007,221.27025085894343,2.517564676957205,,,,,,,,,,,,
Non-breeding,2,220.60463400338438,221.01422667987754,-0.4095926764931136,,,,,,,,,,,,
Non-breeding,3,224.26635787677216,220.758205795447,3.5081520813253984,,,,,,,,,,,,
Non-breeding,4,219.7046143129168,220.50218823425416,-0.7975739213373118,,,,,,,,,,,,
Non-breeding,5,223.84115077880676,220.24617402432995,3.594976754476977,,,,,,,,,,,,
Non-breeding,6,218.3955883324575,219.99016319291212,-1.5945748604546015,,,,,,,,,,,,
Non-breeding,7,223.6967144367164,219.73415576686435,3.9625586698522137,,,,,,,,,,,,
Non-breeding,8,217.86759953918425,219.47815177433964,-1.6105522351554165,,,,,,,,,,,,
Non-breeding,9,223.0374009897978,219.22215124513565,3.815249744662143,,,,,,,,,,,,
Non-breeding,10,217.35614495710217,218.96615420890274,-1.610009251800584,,,,,,,,,,,,
Non-breeding,11,223.099131082271,218.71016069503514,4.3889703872358625,,,,,,,,,,,,
Non-breeding,12,216.33629917036936,218.45417073376728,-2.117871563398043,,,,,,,,,,,,
Non-breeding,13,222.4834179743965,218.19818435575556,4.285233618641049,,,,,,,,,,,,
Non-breeding,14,215.08031267550277,217.94220159375556,-2.861888918252903,,,,,,,,,,,,
Non-breeding,15,222.93065627712687,217.68622248261858,5.2444337945083905,,,,,,,,,,,,
Non-breeding,16,215.18143882138935,217.43024705830712,-2.2488082369178826,,,,,,,,,,,,
Non-breeding,17,220.05551646860033,217.17427535724616,2.8812411113540657,,,,,,,,,,,,
Non-breeding,18,217.0358413674146,216.9183074158059,0.11753395160900026,,,,,,,,,,,,
Non-breeding,19,218.16784674823057,216.66234326889742,1.5055034793332083,,,,,,,,,,,,
Non-breeding,20,217.0032823219543,216.40638294990455,0.5968993720497301,,,,,,,,,,,,
Non-breeding,21,218.2513182092181,216.15042649254855,2.1008917166694503,,,,,,,,,,,,
Non-breeding,22,216.68454555653454,215.89447393103336,0.7900716255012035,,,,,,,,,,,,
Non-breeding,23,215.47130824797696,215.6385252998666,-0.16721705188959646,,,,,,,,,,,,
Non-breeding,24,217.30748188575524,215.38258063322974,1.9249012525255464,,,,,,,,,,,,
Non-breeding,25,214.76813540541193,215.126639965484,-0.35850456007212617,,,,,,,,,,,,
Non-breeding,26,215.0881744739593,214.87070333136577,0.21747114259347966,,,,,,,,,,,,
Non-breeding,27,215.4014397673175,214.6147707664322,0.78666900088527,,,,,,,,,,,,
Non-breeding,28,216.15219180755602,214.3588423069879,1.7933495005679871,,,,,,,,,,,,
Non-breeding,29,214.7347517516241,214.10291798972187,0.6318337619023129,,,,,,,,,,,,
Non-breeding,30,215.42891879808536,213.84699785066658,1.581920947418834,,,,,,,,,,,,
Non-breeding,31,214.27340688503037,213.5910819246482,0.68232496038203,,,,,,,,,,,,
Non-breeding,32,214.66911142857106,213.3351702457995,1.333941182771681,,,,,,,,,,,,
Non-breeding,33,213.32972593218082,213.07926284755519,0.25046308462571376,,,,,,,,,,,,
Non-breeding,34,213.75503967009797,212.8233597625658,0.9316799075321052,,,,,,,,,,,,
Non-breeding,35,212.79024188766937,212.56746102262082,0.22278086504849967,,,,,,,,,,,,
Non-breeding,36,213.07806860852648,212.31156665984466,0.7665019486817696,,,,,,,,,,,,
Non-breeding,37,212.36203449651305,212.05567670614874,0.3063577903643741,,,,,,,,,,,,
Non-breeding,38,212.86096311637317,211.7997911924624,1.0611719239107138,,,,,,,,,,,,
Non-breeding,39,211.27809631723457,211.543910148816,-0.26581383158129995,,,,,,,,,,,,
Non-breeding,40,212.48937069219872,211.28803360372808,1.2013370884708297,,,,,,,,,,,,
Non-breeding,41,212.12116282833796,211.03216158489428,1.089001243443609,,,,,,,,,,,,
Non-breeding,42,210.99768181188838,210.77629411935234,0.22138769253615861,,,,,,,,,,,,
Non-breeding,43,210.78502732980377,210.52043123320115,0.26459609660267264,,,,,,,,,,,,
Non-breeding,44,211.2328496275042,210.26457295148433,0.9682766760200076,,,,,,,,,,,,
Non-breeding,45,209.50697543478708,210.00871929898273,-0.5017438641956457,,,,,,,,,,,,
Non-breeding,46,211.71191450704558,209.75287030012856,1.9590442069169662,,,,,,,,,,,,
Non-breeding,47,208.17646087599883,209.49702597850418,-1.320565102505593,,,,,,,,,,,,
Non-breeding,48,211.01065891268578,209.2411863567982,1.7694725558877278,,,,,,,,,,,,
Non-breeding,49,208.46193862992772,208.98535145719782,-0.5234128272700573,,,,,,,,,,,,
Non-breeding,50,209.86613185324867,208.72952130224587,1.136610551002721,,,,,,,,,,,,
Non-breeding,51,208.35215442730293,208.47369591508374,-0.12154148778063842,,,,,,,,,,,,
Non-breeding,52,209.57802294569484,208.2178753176765,1.3601476280182099,,,,,,,,,,,,
Non-breeding,53,207.61833448990888,207.96205953070364,-0.3437250407947283,,,,,,,,,,,,
Non-breeding,54,208.2902457396702,207.70624857209688,0.5839971675732721,,,,,,,,,,,,
Non-breeding,55,207.7936843245099,207.45044245994512,0.3432418645648454,,,,,,,,,,,,
Non-breeding,56,208.21759061854988,207.19464121272597,1.0229494058238453,,,,,,,,,,,,
Non-breeding,57,207.35777352248243,206.9388448495729,0.4189286729094161,,,,,,,,,,,,
Non-breeding,58,207.42438613457284,206.6830533884661,0.7413327461067667,,,,,,,,,,,,
Non-breeding,59,206.80236658964358,206.42726684629645,0.37509974334690893,,,,,,,,,,,,
Non-breeding,60,206.55347363873443,206.17148523949788,0.38198839923675476,,,,,,,,,,,,
Non-breeding,61,205.74509907146629,205.9157085841964,-0.17060951273005173,,,,,,,,,,,,
Non-breeding,62,206.80467807606826,205.65993689509207,1.1447411809762753,,,,,,,,,,,,
Non-breeding,63,205.58209202010323,205.40417018636893,0.17792183373418738,,,,,,,,,,,,
Non-breeding,64,205.05715959952417,205.14840847201853,-0.0912488724944373,,,,,,,,,,,,
Non-breeding,65,205.32493054348421,204.89265176563316,0.4322787778511048,,,,,,,,,,,,
Non-breeding,66,205.33078384860946,204.6369000797599,0.6938837688495312,,,,,,,,,,,,
Non-breeding,67,204.87500121221635,204.38115342741992,0.4938477847962892,,,,,,,,,,,,
Non-breeding,68,203.78507597803306,204.1254118219383,-0.3403358439051948,,,,,,,,,,,,
Non-breeding,69,204.9284551418054,203.8696752754247,1.0587798663806647,,,,,,,,,,,,
Non-breeding,70,203.71353973359354,203.61394379986154,0.09959593373202182,,,,,,,,,,,,
Non-breeding,71,203.70153725869883,203.35821740559305,0.3433198531058852,,,,,,,,,,,,
Non-breeding,72,203.05642266346567,203.10249610351497,-0.04607344004926148,,,,,,,,,,,,
Non-breeding,73,203.67572234735013,202.84677990266425,0.828942444685922,,,,,,,,,,,,
Non-breeding,74,202.0597072882223,202.59106881216252,-0.5313615239402251,,,,,,,,,,,,
Non-breeding,75,203.96312613843867,202.33536284070388,1.6277632977347485,,,,,,,,,,,,
Non-breeding,76,201.39470275287712,202.07966199789246,-0.684959245015296,,,,,,,,,,,,
Non-breeding,77,203.0503769353843,201.82396629115144,1.2264106442327956,,,,,,,,,,,,
Non-breeding,78,201.01614450012167,201.5682757261247,-0.5521312260031422,,,,,,,,,,,,
Non-breeding,79,201.71244570707108,201.31259030634425,0.39985540072683645,,,,,,,,,,,,
Non-breeding,80,200.58782668040908,201.056910033679,-0.4690833532699054,,,,,,,,,,,,
Non-breeding,81,201.73164662821156,200.80123491096975,0.9304117172417722,,,,,,,,,,,,
Non-breeding,82,199.75851772728947,200.54556494075962,-0.7870472134702652,,,,,,,,,,,,
Non-breeding,83,200.85599052524992,200.289900125841,0.566090399408896,,,,,,,,,,,,
Non-breeding,84,199.20408317101993,200.034240468964,-0.8301572979439925,,,,,,,,,,,,
Non-breeding,85,200.3339491225491,199.77858597294735,0.5553631496018434,,,,,,,,,,,,
Non-breeding,86,198.71692142020868,199.52293663983193,-0.8060152196230456,,,,,,,,,,,,
Non-breeding,87,199.49458444533812,199.26729247113028,0.22729197420775138,,,,,,,,,,,,
Non-breeding,88,198.09111807032048,199.01165346694324,-0.9205353966227318,,,,,,,,,,,,
Non-breeding,89,200.02569939466304,198.7560196286863,1.2696797659767696,,,,,,,,,,,,
Non-breeding,90,198.21156984271988,198.5003909582549,-0.2888211155348989,,,,,,,,,,,,
Non-breeding,91,198.5185827951313,198.2447674559223,0.27381533920894924,,,,,,,,,,,,
Non-breeding,92,197.76255410739864,197.9891491208535,-0.22659501345496097,,,,,,,,,,,,
Non-breeding,93,198.44973871874924,197.73353595164562,0.7162027671036697,,,,,,,,,,,,
Non-breeding,94,196.59728657805496,197.47792794556867,-0.8806413675137494,,,,,,,,,,,,
Non-breeding,95,197.70503086840054,197.22232509806076,0.48270577034000467,,,,,,,,,,,,
Non-breeding,96,196.6132259242585,196.96672740256784,-0.3535014783092697,,,,,,,,,,,,
Non-breeding,97,196.5984865938757,196.7111348518096,-0.11264825793390515,,,,,,,,,,,,
Non-breeding,98,196.62409808792728,196.45554743772433,0.16855065020296509,,,,,,,,,,,,
Non-breeding,99,195.22343762069613,196.199965152184,-0.976527531487925,,,,,,,,,,,,
Non-breeding,100,196.09082651389687,195.9443879875458,0.14643852635098056,,,,,,,,,,,,
Non-breeding,101,196.07175623693962,195.68881593617843,0.3829403007611711,,,,,,,,,,,,
Non-breeding,102,195.59223451078236,195.4332489910852,0.1589855196971621,,,,,,,,,,,,
Non-breeding,103,195.07073884405753,195.1776871455381,-0.10694830148050101,,,,,,,,,,,,
Non-breeding,104,194.8990151042169,194.92213039246693,-0.023115288250012613,,,,,,,,,,,,
Non-breeding,105,194.73799318712588,194.66657872438537,0.07141446274054317,,,,,,,,,,,,
Non-breeding,106,195.04749293389239,194.41103213271083,0.6364608011816298,,,,,,,,,,,,
Non-breeding,107,194.05288783297007,194.15549060814385,-0.10260277517369332,,,,,,,,,,,,
Non-breeding,108,194.4593580805375,193.8999541408638,0.5594039396735948,,,,,,,,,,,,
Non-breeding,109,193.71999364095424,193.64442272027347,0.07557092068071,,,,,,,,,,,,
Non-breeding,110,192.22985986202133,193.3888963354305,-1.1590364734092558,,,,,,,,,,,,
Non-breeding,111,193.5417332517966,193.13337497453102,0.40835827726567603,,,,,,,,,,,,
Non-breeding,112,192.2925689850639,192.87785862441697,-0.5852896393532067,,,,,,,,,,,,
Non-breeding,113,192.77670568717792,192.622347270594,0.15435841658398686,,,,,,,,,,,,
Non-breeding,114,192.75232719820102,192.366840899415,0.38548629878598945,,,,,,,,,,,,
Non-breeding,115,191.67994308010873,192.11133949777948,-0.43139641767080605,,,,,,,,,,,,
Non-breeding,116,191.34551173253115,191.85584305119374,-0.5103313186625462,,,,,,,,,,,,
Non-breeding,117,191.62106046838198,191.60035154462915,0.020708923752794702,,,,,,,,,,,,
Non-breeding,118,190.72340115959526,191.34486496256307,-0.6214638029678875,,,,,,,,,,,,
Non-breeding,119,190.89018222990245,191.08938328893376,-0.19920105903118354,,,,,,,,,,,,
Non-breeding,120,189.7090087400768,190.83390650747407,-1.124897767397347,,,,,,,,,,,,
Non-breeding,121,190.9579261760534,190.57843460057427,0.37949157547937007,,,,,,,,,,,,
Non-breeding,122,189.7310301872749,190.32296755077434,-0.5919373634994503,,,,,,,,,,,,
Non-breeding,123,189.70416439469574,190.06750533994764,-0.3633409452518242,,,,,,,,,,,,
Non-breeding,124,190.01764112683136,189.8120479490775,0.20559317775385466,,,,,,,,,,,,
Non-breeding,125,188.99083143282994,189.55659535905522,-0.5657639262252487,,,,,,,,,,,,
Non-breeding,126,188.6631082898818,189.30114754841486,-0.6380392585330864,,,,,,,,,,,,
Non-breeding,127,188.66351698840742,189.04570449344968,-0.382187505042273,,,,,,,,,,,,
Non-breeding,128,188.7460885617128,188.7902661683446,-0.04417760663167826,,,,,,,,,,,,
Non-breeding,129,187.94543953931162,188.53483254579706,-0.5893930064852952,,,,,,,,,,,,
Non-breeding,130,188.7280906378923,188.27940359842185,0.4486870394704081,,,,,,,,,,,,
Non-breeding,131,187.09105661470355,188.0239792989384,-0.9329226842348828,,,,,,,,,,,,
Non-breeding,132,187.76928594022237,187.7685596199757,0.0007263202466478446,,,,,,,,,,,,
Non-breeding,133,187.22347661753457,187.51314453441108,-0.2896679168765064,,,,,,,,,,,,
Non-breeding,134,187.25401846606405,187.25773401399755,-0.0037155479334606413,,,,,,,,,,,,
Non-breeding,135,186.7555108291278,187.00232802797734,-0.24681719884965334,,,,,,,,,,,,
Non-breeding,136,186.36023965344535,186.74692654342795,-0.3866868899825252,,,,,,,,,,,,
Non-breeding,137,186.20490314135944,186.49152952695377,-0.28662638559443165,,,,,,,,,,,,
Non-breeding,138,185.95446272898766,186.23613694484231,-0.281674215854782,,,,,,,,,,,,
Non-breeding,139,185.71086572521818,185.9807487606868,-0.26988303546866066,,,,,,,,,,,,
Non-breeding,140,184.94082009732963,185.72536493620944,-0.7845448388798272,,,,,,,,,,,,
Non-breeding,141,185.3205436958503,185.46998543214238,-0.1494417362920919,,,,,,,,,,,,
Non-breeding,142,184.54826307570096,185.21461020867133,-0.6663471329703998,,,,,,,,,,,,
Non-breeding,143,184.90486297262422,184.95923922472906,-0.05437625210485038,,,,,,,,,,,,
Non-breeding,144,183.95926344875542,184.70387243765876,-0.7446089889033835,,,,,,,,,,,,
Non-breeding,145,184.20696235109781,184.44850980382432,-0.24154745272639444,,,,,,,,,,,,
