Variable,Time,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean,Cross correlation
Non-breeding,0,13.899408991791573,2.032510013419739,13.071915003661084,,,,,,,,,,,,
Non-breeding,1,14.211264075260809,1.9742749705379312,14.942658745262541,,,,,,,,,,,,
Non-breeding,2,13.358132607120869,1.9168340105433803,12.986635213023291,,,,,,,,,,,,
Non-breeding,3,13.793755056859576,1.8602041308584951,14.047105241533249,,,,,,,,,,,,
Non-breeding,4,12.129571874976566,1.8043994798728227,12.032422141323813,,,,,,,,,,,,
Non-breeding,5,12.593510375010558,1.7494337429313231,12.866354976314744,,,,,,,,,,,,
Non-breeding,6,12.954551003398782,1.6953185610431196,12.712407167857682,,,,,,,,,,,,
Non-breeding,7,14.577466733306004,1.6420673388613,14.93087303884892,,,,,,,,,,,,
Non-breeding,8,13.245774431764113,1.5896922565245422,12.914739865333413,,,,,,,,,,,,
Non-breeding,9,12.680283385779196,1.5382113280579204,12.872618911400577,,,,,,,,,,,,
Non-breeding,10,12.131783303206447,1.4876427754830348,12.141265381867429,,,,,,,,,,,,
Non-breeding,11,11.154881227452025,1.4380110067221643,11.207528180680978,,,,,,,,,,,,
Non-breeding,12,10.4049435158743,1.3893428702707333,10.505087405779742,,,,,,,,,,,,
Non-breeding,13,10.651383873121127,1.3416735107973683,10.60193491750788,,,,,,,,,,,,
Non-breeding,14,12.347300575919235,1.2950487317110213,12.359289210553316,,,,,,,,,,,,
Non-breeding,15,13.269350360662434,1.2495254249856091,13.231048600260465,,,,,,,,,,,,
Non-breeding,16,13.175661559578373,1.2051711420166233,13.260444890715094,,,,,,,,,,,,
Non-breeding,17,12.811442027576133,1.1620647101589796,12.729485300332767,,,,,,,,,,,,
Non-breeding,18,13.419019288254235,1.1203039790244338,13.39956011927551,,,,,,,,,,,,
Non-breeding,19,12.013312593460892,1.0800000853471092,12.10463927667607,,,,,,,,,,,,
Non-breeding,20,11.622353174251243,1.0412820278012176,11.641024151349432,,,,,,,,,,,,
Non-breeding,21,10.706665387356331,1.0043007493715173,10.706510360550137,,,,,,,,,,,,
Non-breeding,22,10.405419749870036,0.9692311479661863,10.35117119071608,,,,,,,,,,,,
Non-breeding,23,11.02107873070269,0.93627030441325,11.002768224221224,,,,,,,,,,,,
Non-breeding,24,10.261955767245718,0.9056323280374692,10.22525086026543,,,,,,,,,,,,
Non-breeding,25,11.273835470315417,0.8775484140725703,11.272843619109691,,,,,,,,,,,,
Non-breeding,26,10.6076912265924,0.8522609836418977,10.487686440562259,,,,,,,,,,,,
Non-breeding,27,10.788382965903395,0.8300117702770822,10.738296178298208,,,,,,,,,,,,
Non-breeding,28,10.118458760944876,0.8110304429838986,10.150816658970397,,,,,,,,,,,,
Non-breeding,29,9.415689628957635,0.7955277897417078,9.436578146842827,,,,,,,,,,,,
Non-breeding,30,9.740537060455953,0.7836815645506688,9.648437231710213,,,,,,,,,,,,
Non-breeding,31,10.32307318528454,0.7756086810126315,10.328228662462726,,,,,,,,,,,,
Non-breeding,32,10.358639279003528,0.7713243758287156,10.216205476490137,,,,,,,,,,,,
Non-breeding,33,11.112582914417274,0.7706936043226155,11.362410962542361,,,,,,,,,,,,
Non-breeding,34,10.433913631597468,0.7733631612545575,10.199978797305718,,,,,,,,,,,,
Non-breeding,35,9.99591483403881,0.7787404623682777,10.032517103183064,,,,,,,,,,,,
Non-breeding,36,9.484111408726415,0.7860856430049864,9.409138390816338,,,,,,,,,,,,
Non-breeding,37,8.79700077003154,0.7864223223496822,8.824098163717535,,,,,,,,,,,,
Non-breeding,38,11.063429235043523,0.7868803973524902,10.966721793868542,,,,,,,,,,,,
Non-breeding,39,9.65731041948875,0.7873544312147277,9.804903180700425,,,,,,,,,,,,
Non-breeding,40,9.506933920955321,0.7877697795568601,9.40380629327814,,,,,,,,,,,,
Non-breeding,41,10.322248093372355,0.7880992106878274,10.326695725233499,,,,,,,,,,,,
Non-breeding,42,9.152755414401298,0.7882855588277562,9.157068790284791,,,,,,,,,,,,
Non-breeding,43,8.9402642162123,0.7881935427854705,8.901469611826538,,,,,,,,,,,,
Non-breeding,44,8.664262224909558,0.7878033020113128,8.707657219995669,,,,,,,,,,,,
Non-breeding,45,7.97623186143093,0.7871046459125657,7.809889616498096,,,,,,,,,,,,
Non-breeding,46,9.493302538398893,0.7861150108040215,9.478481114124515,,,,,,,,,,,,
Non-breeding,47,9.67546667155205,0.7848789580966653,9.556510230855189,,,,,,,,,,,,
Non-breeding,48,8.8722859886798,0.7834683898838283,8.882993640566204,,,,,,,,,,,,
Non-breeding,49,9.30539797947675,0.7819820810387728,9.239617009331162,,,,,,,,,,,,
Non-breeding,50,7.693663942914467,0.7805187342372875,7.6266019184288245,,,,,,,,,,,,
Non-breeding,51,7.78303731355878,0.7791122788056702,7.722660849046101,,,,,,,,,,,,
Non-breeding,52,9.923751439479956,0.7778171229300449,9.879701226177591,,,,,,,,,,,,
Non-breeding,53,8.922710608488876,0.7767160049672094,9.01095780411863,,,,,,,,,,,,
Non-breeding,54,9.921430651760502,0.77586543816787,9.85494366925962,,,,,,,,,,,,
Non-breeding,55,8.84202538948673,0.7753495945662957,8.902416792561091,,,,,,,,,,,,
Non-breeding,56,9.284007660948642,0.7752060689748175,9.313161640904836,,,,,,,,,,,,
Non-breeding,57,8.734950977648301,0.7754728407008398,8.526929152475361,,,,,,,,,,,,
Non-breeding,58,9.369055296532654,0.7761435043247736,9.377730234121348,,,,,,,,,,,,
Non-breeding,59,9.33693722362536,0.7771686822113741,9.2168215542288,,,,,,,,,,,,
Non-breeding,60,9.768729826930997,0.7784306881335016,9.762065148276472,,,,,,,,,,,,
Non-breeding,61,9.31496061200682,0.7798419736221451,9.343150601213344,,,,,,,,,,,,
Non-breeding,62,8.701298329404356,0.7812861535994375,8.725444648057488,,,,,,,,,,,,
Non-breeding,63,8.687126967364923,0.7826800836052631,8.710174835378545,,,,,,,,,,,,
Non-breeding,64,10.022673844807963,0.7839829072652444,9.961556458014003,,,,,,,,,,,,
Non-breeding,65,9.721619520811927,0.7851335935535303,9.545616472192219,,,,,,,,,,,,
Non-breeding,66,8.190311682296802,0.7860498018490495,8.142817474009975,,,,,,,,,,,,
Non-breeding,67,8.633088654215634,0.7867256147794018,8.58370926612544,,,,,,,,,,,,
Non-breeding,68,8.395028897257024,0.7871927590247662,8.311698034273192,,,,,,,,,,,,
Non-breeding,69,8.362377567166886,0.7875140397769012,8.370143682518824,,,,,,,,,,,,
Non-breeding,70,8.925111748845662,0.7877690919566656,8.797116596249353,,,,,,,,,,,,
Non-breeding,71,9.128374445070973,0.788035519294052,9.185837008883334,,,,,,,,,,,,
Non-breeding,72,8.455466384515766,0.7883818357506327,8.35773109736339,,,,,,,,,,,,
Non-breeding,73,7.99197911308994,0.7887854960902007,7.975955762762331,,,,,,,,,,,,
Non-breeding,74,7.921453927049877,0.7892346830824808,7.924235698359916,,,,,,,,,,,,
Non-breeding,75,7.9675565519442975,0.7896833168965347,7.800409058037463,,,,,,,,,,,,
Non-breeding,76,7.634756856827506,0.7900950891938582,7.526185571339548,,,,,,,,,,,,
Non-breeding,77,8.130066447771673,0.7904090303697212,8.079038101877554,,,,,,,,,,,,
Non-breeding,78,8.361259185469336,0.7905766523229776,8.35045559811061,,,,,,,,,,,,
Non-breeding,79,7.742214485097721,0.7906002996425524,7.5753740444135795,,,,,,,,,,,,
Non-breeding,80,7.804743649833899,0.7904961769123089,7.810965312119667,,,,,,,,,,,,
Non-breeding,81,8.040868606522958,0.7902876791579099,7.969270935410993,,,,,,,,,,,,
Non-breeding,82,8.040052090979598,0.7900258459036289,8.094135574671945,,,,,,,,,,,,
Non-breeding,83,7.590748741825525,0.7897741678551989,7.372568691176132,,,,,,,,,,,,
Non-breeding,84,8.163552653466816,0.7895737295294771,8.120634725750572,,,,,,,,,,,,
Non-breeding,85,7.620231473029842,0.7894386539450733,7.529298807542669,,,,,,,,,,,,
Non-breeding,86,7.159377976022228,0.789307708010128,7.173683630753872,,,,,,,,,,,,
Non-breeding,87,7.500977330742749,0.7890974621734551,7.42240168032881,,,,,,,,,,,,
Non-breeding,88,6.969210541708687,0.7887701138562414,7.0129769080251565,,,,,,,,,,,,
Non-breeding,89,7.544288658372479,0.7883123240877085,7.534961314753963,,,,,,,,,,,,
Non-breeding,90,6.943689466019311,0.7877116743813204,6.774104433063813,,,,,,,,,,,,
Non-breeding,91,6.749488498639678,0.7869228738164746,6.740178021934283,,,,,,,,,,,,
Non-breeding,92,6.939655837755334,0.7858975405698059,6.846622522307421,,,,,,,,,,,,
Non-breeding,93,7.231347963092855,0.7845659190113804,7.265304587026397,,,,,,,,,,,,
Non-breeding,94,7.124040677784293,0.7828211386793237,7.077464554047046,,,,,,,,,,,,
Non-breeding,95,7.440519318117145,0.7805617595274519,7.311972331377577,,,,,,,,,,,,
Non-breeding,96,6.392870405298686,0.7777815970213484,6.3772621779044165,,,,,,,,,,,,
