Variable,Time,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean,Cross correlation
Non-breeding,0,121.6073311231091,123.65531461081888,-2.0479834877096756,,,,,,,,,,,,
Non-breeding,1,122.05982805981608,123.56324559742917,-1.5034175376131143,,,,,,,,,,,,
Non-breeding,2,119.78719599325909,123.47091150417737,-3.683715510918225,,,,,,,,,,,,
Non-breeding,3,120.54637150774269,123.37830762698555,-2.831936119242921,,,,,,,,,,,,
Non-breeding,4,122.0512663358974,123.2854298244784,-1.2341634885810615,,,,,,,,,,,,
Non-breeding,5,121.16282834242288,123.19227443255653,-2.029446090133738,,,,,,,,,,,,
Non-breeding,6,120.38940823745915,123.09883791936849,-2.7094296819093144,,,,,,,,,,,,
Non-breeding,7,120.22269363915687,123.00511709655152,-2.7824234573945903,,,,,,,,,,,,
Non-breeding,8,120.16650496788547,122.91110927607134,-2.7446043081858886,,,,,,,,,,,,
Non-breeding,9,120.05679346739272,122.81681234301271,-2.760018875619922,,,,,,,,,,,,
Non-breeding,10,122.74441800770417,122.72222484078124,0.022193166922962602,,,,,,,,,,,,
Non-breeding,11,120.63087796879985,122.62734584493519,-1.9964678761353891,,,,,,,,,,,,
Non-breeding,12,121.03810811341235,122.53217460268202,-1.4940664892696853,,,,,,,,,,,,
Non-breeding,13,122.14386967797472,122.43671063658626,-0.2928409586114492,,,,,,,,,,,,
Non-breeding,14,121.15230561942313,122.34095375624713,-1.1886481368240802,,,,,,,,,,,,
Non-breeding,15,120.32090365406579,122.24490395220555,-1.9240002981397066,,,,,,,,,,,,
Non-breeding,16,121.2454034501653,122.14856153505309,-0.9031580848877243,,,,,,,,,,,,
Non-breeding,17,122.28361950603629,122.05192724440916,0.23169226162715745,,,,,,,,,,,,
Non-breeding,18,121.70349477858254,121.9550020980991,-0.2515073195165596,,,,,,,,,,,,
Non-breeding,19,121.14566927308027,121.85778718960441,-0.7121179165241355,,,,,,,,,,,,
Non-breeding,20,121.70700454049937,121.76028373178633,-0.053279191286985536,,,,,,,,,,,,
Non-breeding,21,121.3714557795579,121.66249308460574,-0.29103730504788317,,,,,,,,,,,,
Non-breeding,22,121.32258813987524,121.56441664368612,-0.24182850381087803,,,,,,,,,,,,
Non-breeding,23,120.47109432455233,121.46605586802252,-0.9949615434702389,,,,,,,,,,,,
Non-breeding,24,119.78612704040422,121.3674122872114,-1.5812852468071146,,,,,,,,,,,,
Non-breeding,25,120.48026783773491,121.26848764956323,-0.7882198118284036,,,,,,,,,,,,
Non-breeding,26,118.76830850462714,121.16928396452262,-2.4009754598954274,,,,,,,,,,,,
Non-breeding,27,121.68751383054747,121.06980351421589,0.6177103163315556,,,,,,,,,,,,
Non-breeding,28,122.9747614241434,120.9700489968831,2.0047124272603702,,,,,,,,,,,,
Non-breeding,29,120.79581960431759,120.87002324282763,-0.07420363850994165,,,,,,,,,,,,
Non-breeding,30,120.05128403041925,120.76972894137651,-0.7184449109573096,,,,,,,,,,,,
Non-breeding,31,121.41758588379285,120.66916887715537,0.7484170066373873,,,,,,,,,,,,
Non-breeding,32,120.07015178577842,120.56834603809324,-0.49819425231475134,,,,,,,,,,,,
Non-breeding,33,121.01183007631533,120.46726358801504,0.5445664883003779,,,,,,,,,,,,
Non-breeding,34,121.21961524984351,120.36592490811188,0.853690341731632,,,,,,,,,,,,
Non-breeding,35,122.67438422504934,120.26433345277277,2.4100507722765427,,,,,,,,,,,,
Non-breeding,36,121.582330960536,120.16249265477163,1.4198383057643071,,,,,,,,,,,,
Non-breeding,37,121.50167149579627,120.06040578010148,1.4412657156947584,,,,,,,,,,,,
Non-breeding,38,120.57843998049961,119.95807606784187,0.6203639126577969,,,,,,,,,,,,
Non-breeding,39,120.51631068277202,119.85550671173554,0.6608039710365152,,,,,,,,,,,,
Non-breeding,40,121.28541000446062,119.75270093948139,1.5327090649791806,,,,,,,,,,,,
Non-breeding,41,122.17239275596955,119.6496619647192,2.522730791250346,,,,,,,,,,,,
Non-breeding,42,121.46226963407214,119.5463928600206,1.9158767740515927,,,,,,,,,,,,
Non-breeding,43,121.15949310978262,119.4428964246091,1.7165966851734857,,,,,,,,,,,,
Non-breeding,44,119.09056344176219,119.33917522643651,-0.2486117846743487,,,,,,,,,,,,
Non-breeding,45,120.7810810925119,119.23523175386578,1.5458493386461072,,,,,,,,,,,,
Non-breeding,46,120.6882399391284,119.13106857983986,1.5571713592884497,,,,,,,,,,,,
Non-breeding,47,120.55094430917966,119.02668820548965,1.524256103689998,,,,,,,,,,,,
Non-breeding,48,119.34690496468211,118.92209304295234,0.42481192172977683,,,,,,,,,,,,
Non-breeding,49,120.58950363605149,118.81728544511064,1.772218190940863,,,,,,,,,,,,
Non-breeding,50,119.45042818478483,118.71226776287999,0.7381604219048613,,,,,,,,,,,,
Non-breeding,51,120.13022027994656,118.60704220182885,1.523178078117732,,,,,,,,,,,,
Non-breeding,52,119.4955052844385,118.50161090375691,0.9938943806816347,,,,,,,,,,,,
Non-breeding,53,119.72588512364092,118.3959759834909,1.3299091401499812,,,,,,,,,,,,
Non-breeding,54,119.05122258455147,118.29013945539683,0.7610831291547084,,,,,,,,,,,,
Non-breeding,55,120.27940152467167,118.18410307683922,2.095298447832432,,,,,,,,,,,,
Non-breeding,56,118.75530684669494,118.07786836545645,0.6774384812384039,,,,,,,,,,,,
Non-breeding,57,119.04279369474119,117.97143638762678,1.0713573071143552,,,,,,,,,,,,
Non-breeding,58,118.05640484987413,117.8648079439789,0.1915969058952092,,,,,,,,,,,,
Non-breeding,59,118.01102389433963,117.75798375992181,0.25304013441777257,,,,,,,,,,,,
Non-breeding,60,119.85267452316282,117.65096478567786,2.201709737485048,,,,,,,,,,,,
Non-breeding,61,117.59388150193126,117.54375255451507,0.05012894741610353,,,,,,,,,,,,
Non-breeding,62,119.66961779120585,117.43634920970318,2.2332685815026894,,,,,,,,,,,,
Non-breeding,63,118.71364390012216,117.32880483399268,1.3848390661295764,,,,,,,,,,,,
Non-breeding,64,118.61903036647436,117.22107477766005,1.3979555888142543,,,,,,,,,,,,
Non-breeding,65,120.39598895964434,117.11314966122214,3.2828392984222394,,,,,,,,,,,,
Non-breeding,66,117.35146015042228,117.0050138550316,0.3464462953907186,,,,,,,,,,,,
Non-breeding,67,118.63331123062848,116.89664507548937,1.7366661551390592,,,,,,,,,,,,
Non-breeding,68,119.38961455748748,116.78801381692664,2.6016007405608788,,,,,,,,,,,,
Non-breeding,69,117.98094947527144,116.67908219524587,1.3018672800255429,,,,,,,,,,,,
Non-breeding,70,118.31845659912118,116.56980249420789,1.748654104913321,,,,,,,,,,,,
Non-breeding,71,117.23214267508267,116.46027995837528,0.7718627167074493,,,,,,,,,,,,
Non-breeding,72,117.09240546562263,116.35035472293873,0.7420507426839384,,,,,,,,,,,,
Non-breeding,73,116.57799918703478,116.23994155397388,0.33805763306090414,,,,,,,,,,,,
Non-breeding,74,118.3720913697718,116.12893462824299,2.2431567415287925,,,,,,,,,,,,
Non-breeding,75,117.78502711808913,116.01688246478192,1.7681446533072116,,,,,,,,,,,,
Non-breeding,76,117.10989103824814,115.90359781491382,1.20629322333428,,,,,,,,,,,,
Non-breeding,77,117.41432819576028,115.78878311943143,1.6255450763289128,,,,,,,,,,,,
Non-breeding,78,117.80605263503601,115.67201160220026,2.1340410328358477,,,,,,,,,,,,
Non-breeding,79,118.2160189184903,115.5518313065423,2.664187611947932,,,,,,,,,,,,
Non-breeding,80,118.09491715438764,115.42790196753855,2.667015186849213,,,,,,,,,,,,
Non-breeding,81,117.48241646054709,115.29997565481015,2.1824408057369418,,,,,,,,,,,,
Non-breeding,82,115.82925484649924,115.16954360921791,0.6597112372813686,,,,,,,,,,,,
Non-breeding,83,116.00621281856435,115.03608231114278,0.9701305074215886,,,,,,,,,,,,
Non-breeding,84,115.89275914721206,114.89807166111179,0.9946874861003117,,,,,,,,,,,,
Non-breeding,85,116.88431226801553,114.75589343563708,2.128418832378463,,,,,,,,,,,,
Non-breeding,86,115.60070733792234,114.6081577732327,0.9925495646895898,,,,,,,,,,,,
Non-breeding,87,116.16214813600718,114.45607125806566,1.7060768779414968,,,,,,,,,,,,
Non-breeding,88,116.03844027717079,114.29972468215398,1.7387155950167994,,,,,,,,,,,,
Non-breeding,89,115.22837863436168,114.14013200484091,1.0882466295207798,,,,,,,,,,,,
Non-breeding,90,116.04482531291409,113.9780252586557,2.066800054258358,,,,,,,,,,,,
Non-breeding,91,115.47307552163113,113.81325091218412,1.6598246094469307,,,,,,,,,,,,
Non-breeding,92,113.17623656336012,113.64598979353934,-0.4697532301792224,,,,,,,,,,,,
Non-breeding,93,114.6608614130756,113.4764606319498,1.18440078112576,,,,,,,,,,,,
Non-breeding,94,115.07065672409179,113.30439181846452,1.7662649056272495,,,,,,,,,,,,
Non-breeding,95,114.96995480423497,113.13003007910446,1.8399247251304658,,,,,,,,,,,,
Non-breeding,96,114.21826617239108,112.95336014594015,1.2649060264509402,,,,,,,,,,,,
Non-breeding,97,113.93097654913753,112.77436725223254,1.1566092969049533,,,,,,,,,,,,
Non-breeding,98,114.61893580547444,112.59304161677524,2.025894188699123,,,,,,,,,,,,
Non-breeding,99,113.2073506515148,112.4093783952221,0.7979722562926729,,,,,,,,,,,,
Non-breeding,100,112.95723776238054,112.22336995568556,0.7338678066949739,,,,,,,,,,,,
Non-breeding,101,112.1768969869624,112.03500717311118,0.14188981385122673,,,,,,,,,,,,
Non-breeding,102,111.5436033906696,111.84427927592716,-0.30067588525758127,,,,,,,,,,,,
Non-breeding,103,113.81926980437451,111.65117726270572,2.1680925416688592,,,,,,,,,,,,
Non-breeding,104,113.73968156488328,111.45569458476288,2.2839869801204227,,,,,,,,,,,,
Non-breeding,105,111.22411602603404,111.25782266344532,-0.0337066374112716,,,,,,,,,,,,
Non-breeding,106,113.18897760184699,111.05754704275006,2.131430559096927,,,,,,,,,,,,
Non-breeding,107,112.10474516541699,110.85484968373335,1.2498954816836,,,,,,,,,,,,
Non-breeding,108,111.18939060015008,110.64971072269543,0.5396798774547656,,,,,,,,,,,,
Non-breeding,109,112.53782039890768,110.44211445116017,2.09570594774747,,,,,,,,,,,,
Non-breeding,110,111.12006579237597,110.23204389029536,0.8880219020806508,,,,,,,,,,,,
Non-breeding,111,111.0160463225624,110.01947719530374,0.9965691272586608,,,,,,,,,,,,
Non-breeding,112,111.12823063551592,109.80439045960782,1.3238401759080363,,,,,,,,,,,,
Non-breeding,113,111.65645461692453,109.58675916157199,2.069695455352466,,,,,,,,,,,,
Non-breeding,114,108.63196207509709,109.36655788425878,-0.7345958091617062,,,,,,,,,,,,
Non-breeding,115,109.751630317973,109.14375859365576,0.6078717243172294,,,,,,,,,,,,
Non-breeding,116,110.07760536874758,108.9183333366006,1.1592720321469103,,,,,,,,,,,,
Non-breeding,117,111.04336973631729,108.69025196211174,2.353117774205523,,,,,,,,,,,,
Non-breeding,118,111.94047472182679,108.45948489199144,3.48098982983545,,,,,,,,,,,,
Non-breeding,119,109.60489316946075,108.22599948116743,1.378893688293322,,,,,,,,,,,,
Non-breeding,120,108.33651830852213,107.98975424566095,0.34676406286115324,,,,,,,,,,,,
